time,depth,sst,month
2021-01-01 12:00:00,0.0,25.381561,1
2021-01-02 12:00:00,0.0,25.212502,1
2021-01-03 12:00:00,0.0,25.319376,1
2021-01-04 12:00:00,0.0,25.29656,1
2021-01-05 12:00:00,0.0,25.340937,1
2021-01-06 12:00:00,0.0,25.38125,1
2021-01-07 12:00:00,0.0,25.535938,1
2021-01-08 12:00:00,0.0,25.335312,1
2021-01-09 12:00:00,0.0,25.095938,1
2021-01-10 12:00:00,0.0,25.200937,1
2021-01-11 12:00:00,0.0,25.157187,1
2021-01-12 12:00:00,0.0,25.087185,1
2021-01-13 12:00:00,0.0,24.479374,1
2021-01-14 12:00:00,0.0,23.8825,1
2021-01-15 12:00:00,0.0,24.1975,1
2021-01-16 12:00:00,0.0,24.582813,1
2021-01-17 12:00:00,0.0,24.678436,1
2021-01-18 12:00:00,0.0,24.304686,1
2021-01-19 12:00:00,0.0,24.9825,1
2021-01-20 12:00:00,0.0,25.106249,1
2021-01-21 12:00:00,0.0,24.947187,1
2021-01-22 12:00:00,0.0,24.814062,1
2021-01-23 12:00:00,0.0,24.902187,1
2021-01-24 12:00:00,0.0,24.842812,1
2021-01-25 12:00:00,0.0,24.716875,1
2021-01-26 12:00:00,0.0,24.743439,1
2021-01-27 12:00:00,0.0,24.825624,1
2021-01-28 12:00:00,0.0,24.996561,1
2021-01-29 12:00:00,0.0,25.062185,1
2021-01-30 12:00:00,0.0,24.35375,1
2021-01-31 12:00:00,0.0,24.527498,1
2021-02-01 12:00:00,0.0,24.385626,2
2021-02-02 12:00:00,0.0,24.084375,2
2021-02-03 12:00:00,0.0,24.757498,2
2021-02-04 12:00:00,0.0,24.8175,2
2021-02-05 12:00:00,0.0,24.5675,2
2021-02-06 12:00:00,0.0,24.514685,2
2021-02-07 12:00:00,0.0,24.548439,2
2021-02-08 12:00:00,0.0,25.115936,2
2021-02-09 12:00:00,0.0,25.25375,2
2021-02-10 12:00:00,0.0,25.387812,2
2021-02-11 12:00:00,0.0,25.387812,2
2021-02-12 12:00:00,0.0,25.31875,2
2021-02-13 12:00:00,0.0,25.613752,2
2021-02-14 12:00:00,0.0,25.840313,2
2021-02-15 12:00:00,0.0,26.006248,2
2021-02-16 12:00:00,0.0,26.060934,2
2021-02-17 12:00:00,0.0,25.980627,2
2021-02-18 12:00:00,0.0,26.019688,2
2021-02-19 12:00:00,0.0,26.028124,2
2021-02-20 12:00:00,0.0,26.036873,2
2021-02-21 12:00:00,0.0,25.97875,2
2021-02-22 12:00:00,0.0,25.570934,2
2021-02-23 12:00:00,0.0,25.65,2
2021-02-24 12:00:00,0.0,25.633438,2
2021-02-25 12:00:00,0.0,25.746876,2
2021-02-26 12:00:00,0.0,25.887186,2
2021-02-27 12:00:00,0.0,25.960938,2
2021-02-28 12:00:00,0.0,26.060936,2
2021-03-01 12:00:00,0.0,25.993437,3
2021-03-02 12:00:00,0.0,25.941563,3
2021-03-03 12:00:00,0.0,25.960938,3
2021-03-04 12:00:00,0.0,25.95656,3
2021-03-05 12:00:00,0.0,26.1125,3
2021-03-06 12:00:00,0.0,26.013124,3
2021-03-07 12:00:00,0.0,25.809376,3
2021-03-08 12:00:00,0.0,25.443436,3
2021-03-09 12:00:00,0.0,25.359999,3
2021-03-10 12:00:00,0.0,25.67125,3
2021-03-11 12:00:00,0.0,25.899376,3
2021-03-12 12:00:00,0.0,25.978127,3
2021-03-13 12:00:00,0.0,25.957813,3
2021-03-14 12:00:00,0.0,25.869686,3
2021-03-15 12:00:00,0.0,25.818436,3
2021-03-16 12:00:00,0.0,25.661877,3
2021-03-17 12:00:00,0.0,25.479061,3
2021-03-18 12:00:00,0.0,25.365,3
2021-03-19 12:00:00,0.0,25.205936,3
2021-03-20 12:00:00,0.0,25.200624,3
2021-03-21 12:00:00,0.0,25.100624,3
2021-03-22 12:00:00,0.0,25.097187,3
2021-03-23 12:00:00,0.0,25.04094,3
2021-03-24 12:00:00,0.0,25.117188,3
2021-03-25 12:00:00,0.0,25.127186,3
2021-03-26 12:00:00,0.0,25.20906,3
2021-03-27 12:00:00,0.0,25.405,3
2021-03-28 12:00:00,0.0,25.492811,3
2021-03-29 12:00:00,0.0,26.081562,3
2021-03-30 12:00:00,0.0,26.1425,3
2021-03-31 12:00:00,0.0,26.11906,3
2021-04-01 12:00:00,0.0,26.069061,4
2021-04-02 12:00:00,0.0,26.042187,4
2021-04-03 12:00:00,0.0,25.984999,4
2021-04-04 12:00:00,0.0,26.005625,4
2021-04-05 12:00:00,0.0,25.901562,4
2021-04-06 12:00:00,0.0,25.756876,4
2021-04-07 12:00:00,0.0,25.512499,4
2021-04-08 12:00:00,0.0,25.547188,4
2021-04-09 12:00:00,0.0,25.536873,4
2021-04-10 12:00:00,0.0,25.481874,4
2021-04-11 12:00:00,0.0,25.454689,4
2021-04-12 12:00:00,0.0,25.82156,4
2021-04-13 12:00:00,0.0,25.87531,4
2021-04-14 12:00:00,0.0,25.924376,4
2021-04-15 12:00:00,0.0,25.989374,4
2021-04-16 12:00:00,0.0,26.061874,4
2021-04-17 12:00:00,0.0,26.539999,4
2021-04-18 12:00:00,0.0,26.465937,4
2021-04-19 12:00:00,0.0,26.394686,4
2021-04-20 12:00:00,0.0,26.415627,4
2021-04-21 12:00:00,0.0,26.222189,4
2021-04-22 12:00:00,0.0,26.474064,4
2021-04-23 12:00:00,0.0,26.622812,4
2021-04-24 12:00:00,0.0,26.687187,4
2021-04-25 12:00:00,0.0,26.779377,4
2021-04-26 12:00:00,0.0,26.82156,4
2021-04-27 12:00:00,0.0,26.856873,4
2021-04-28 12:00:00,0.0,26.873749,4
2021-04-29 12:00:00,0.0,26.945312,4
2021-04-30 12:00:00,0.0,27.026247,4
2021-05-01 12:00:00,0.0,27.146875,5
2021-05-02 12:00:00,0.0,27.399687,5
2021-05-03 12:00:00,0.0,27.486874,5
2021-05-04 12:00:00,0.0,27.575937,5
2021-05-05 12:00:00,0.0,27.643126,5
2021-05-06 12:00:00,0.0,27.75969,5
2021-05-07 12:00:00,0.0,27.925938,5
2021-05-08 12:00:00,0.0,27.795626,5
2021-05-09 12:00:00,0.0,27.633125,5
2021-05-10 12:00:00,0.0,27.573126,5
2021-05-11 12:00:00,0.0,27.817186,5
2021-05-12 12:00:00,0.0,28.0075,5
2021-05-13 12:00:00,0.0,27.992188,5
2021-05-14 12:00:00,0.0,27.792189,5
2021-05-15 12:00:00,0.0,27.158438,5
2021-05-16 12:00:00,0.0,27.750624,5
2021-05-17 12:00:00,0.0,27.77531,5
2021-05-18 12:00:00,0.0,27.720936,5
2021-05-19 12:00:00,0.0,27.687498,5
2021-05-20 12:00:00,0.0,27.559061,5
2021-05-21 12:00:00,0.0,26.855,5
2021-05-22 12:00:00,0.0,26.864687,5
2021-05-23 12:00:00,0.0,26.986876,5
2021-05-24 12:00:00,0.0,27.147186,5
2021-05-25 12:00:00,0.0,27.140312,5
2021-05-26 12:00:00,0.0,27.08375,5
2021-05-27 12:00:00,0.0,27.068748,5
2021-05-28 12:00:00,0.0,27.105936,5
2021-05-29 12:00:00,0.0,27.131563,5
2021-05-30 12:00:00,0.0,27.148123,5
2021-05-31 12:00:00,0.0,27.333435,5
2021-06-01 12:00:00,0.0,27.304375,6
2021-06-02 12:00:00,0.0,27.304688,6
2021-06-03 12:00:00,0.0,27.327188,6
2021-06-04 12:00:00,0.0,26.964687,6
2021-06-05 12:00:00,0.0,27.31031,6
2021-06-06 12:00:00,0.0,27.984062,6
2021-06-07 12:00:00,0.0,27.977188,6
2021-06-08 12:00:00,0.0,27.998125,6
2021-06-09 12:00:00,0.0,28.168749,6
2021-06-10 12:00:00,0.0,28.121248,6
2021-06-11 12:00:00,0.0,28.015623,6
2021-06-12 12:00:00,0.0,27.99031,6
2021-06-13 12:00:00,0.0,28.096878,6
2021-06-14 12:00:00,0.0,27.977188,6
2021-06-15 12:00:00,0.0,27.92656,6
2021-06-16 12:00:00,0.0,28.227812,6
2021-06-17 12:00:00,0.0,28.479687,6
2021-06-18 12:00:00,0.0,28.321253,6
2021-06-19 12:00:00,0.0,28.218748,6
2021-06-20 12:00:00,0.0,28.130314,6
2021-06-21 12:00:00,0.0,28.360313,6
2021-06-22 12:00:00,0.0,28.583439,6
2021-06-23 12:00:00,0.0,28.549065,6
2021-06-24 12:00:00,0.0,28.006876,6
2021-06-25 12:00:00,0.0,28.102186,6
2021-06-26 12:00:00,0.0,28.330938,6
2021-06-27 12:00:00,0.0,28.475,6
2021-06-28 12:00:00,0.0,28.158125,6
2021-06-29 12:00:00,0.0,27.791874,6
2021-06-30 12:00:00,0.0,27.34125,6
2021-07-01 12:00:00,0.0,27.554062,7
2021-07-02 12:00:00,0.0,28.19875,7
2021-07-03 12:00:00,0.0,29.160938,7
2021-07-04 12:00:00,0.0,29.152498,7
2021-07-05 12:00:00,0.0,29.114374,7
2021-07-06 12:00:00,0.0,29.062813,7
2021-07-07 12:00:00,0.0,28.667187,7
2021-07-08 12:00:00,0.0,28.7775,7
2021-07-09 12:00:00,0.0,28.676876,7
2021-07-10 12:00:00,0.0,28.5725,7
2021-07-11 12:00:00,0.0,28.430939,7
2021-07-12 12:00:00,0.0,28.560627,7
2021-07-13 12:00:00,0.0,28.622812,7
2021-07-14 12:00:00,0.0,28.242188,7
2021-07-15 12:00:00,0.0,28.348125,7
2021-07-16 12:00:00,0.0,28.577187,7
2021-07-17 12:00:00,0.0,28.666563,7
2021-07-18 12:00:00,0.0,28.722185,7
2021-07-19 12:00:00,0.0,28.865625,7
2021-07-20 12:00:00,0.0,28.939688,7
2021-07-21 12:00:00,0.0,29.028751,7
2021-07-22 12:00:00,0.0,29.388437,7
2021-07-23 12:00:00,0.0,29.528124,7
2021-07-24 12:00:00,0.0,29.184689,7
2021-07-25 12:00:00,0.0,29.309687,7
2021-07-26 12:00:00,0.0,29.595312,7
2021-07-27 12:00:00,0.0,29.772812,7
2021-07-28 12:00:00,0.0,29.965,7
2021-07-29 12:00:00,0.0,30.134062,7
2021-07-30 12:00:00,0.0,30.299374,7
2021-07-31 12:00:00,0.0,30.271875,7
2021-08-01 12:00:00,0.0,30.193436,8
2021-08-02 12:00:00,0.0,30.138123,8
2021-08-03 12:00:00,0.0,30.146873,8
2021-08-04 12:00:00,0.0,30.16625,8
2021-08-05 12:00:00,0.0,30.155624,8
2021-08-06 12:00:00,0.0,30.00406,8
2021-08-07 12:00:00,0.0,30.02875,8
2021-08-08 12:00:00,0.0,30.1125,8
2021-08-09 12:00:00,0.0,30.206873,8
2021-08-10 12:00:00,0.0,30.198437,8
2021-08-11 12:00:00,0.0,30.281248,8
2021-08-12 12:00:00,0.0,30.300936,8
2021-08-13 12:00:00,0.0,30.249374,8
2021-08-14 12:00:00,0.0,29.782814,8
2021-08-15 12:00:00,0.0,29.556562,8
2021-08-16 12:00:00,0.0,29.65906,8
2021-08-17 12:00:00,0.0,29.679062,8
2021-08-18 12:00:00,0.0,29.624374,8
2021-08-19 12:00:00,0.0,29.626564,8
2021-08-20 12:00:00,0.0,29.718746,8
2021-08-21 12:00:00,0.0,29.969374,8
2021-08-22 12:00:00,0.0,29.884687,8
2021-08-23 12:00:00,0.0,29.749062,8
2021-08-24 12:00:00,0.0,29.553125,8
2021-08-25 12:00:00,0.0,29.426249,8
2021-08-26 12:00:00,0.0,29.376562,8
2021-08-27 12:00:00,0.0,29.496561,8
2021-08-28 12:00:00,0.0,29.544996,8
2021-08-29 12:00:00,0.0,29.580624,8
2021-08-30 12:00:00,0.0,29.713438,8
2021-08-31 12:00:00,0.0,29.894686,8
2021-09-01 12:00:00,0.0,29.800936,9
2021-09-02 12:00:00,0.0,29.718435,9
2021-09-03 12:00:00,0.0,29.097498,9
2021-09-04 12:00:00,0.0,29.499996,9
2021-09-05 12:00:00,0.0,29.626562,9
2021-09-06 12:00:00,0.0,29.799374,9
2021-09-07 12:00:00,0.0,29.891874,9
2021-09-08 12:00:00,0.0,29.804062,9
2021-09-09 12:00:00,0.0,29.954062,9
2021-09-10 12:00:00,0.0,30.06219,9
2021-09-11 12:00:00,0.0,30.044062,9
2021-09-12 12:00:00,0.0,29.958748,9
2021-09-13 12:00:00,0.0,29.865,9
2021-09-14 12:00:00,0.0,29.626564,9
2021-09-15 12:00:00,0.0,29.567184,9
2021-09-16 12:00:00,0.0,29.4775,9
2021-09-17 12:00:00,0.0,29.531559,9
2021-09-18 12:00:00,0.0,29.534372,9
2021-09-19 12:00:00,0.0,29.450312,9
2021-09-20 12:00:00,0.0,29.520311,9
2021-09-21 12:00:00,0.0,29.588125,9
2021-09-22 12:00:00,0.0,29.500624,9
2021-09-23 12:00:00,0.0,29.544062,9
2021-09-24 12:00:00,0.0,29.502186,9
2021-09-25 12:00:00,0.0,29.400936,9
2021-09-26 12:00:00,0.0,29.470623,9
2021-09-27 12:00:00,0.0,29.431562,9
2021-09-28 12:00:00,0.0,29.355312,9
2021-09-29 12:00:00,0.0,29.295938,9
2021-09-30 12:00:00,0.0,29.368124,9
2021-10-01 12:00:00,0.0,29.388123,10
2021-10-02 12:00:00,0.0,29.322187,10
2021-10-03 12:00:00,0.0,29.087812,10
2021-10-04 12:00:00,0.0,29.069376,10
2021-10-05 12:00:00,0.0,29.133436,10
2021-10-06 12:00:00,0.0,29.10156,10
2021-10-07 12:00:00,0.0,29.072186,10
2021-10-08 12:00:00,0.0,29.023436,10
2021-10-09 12:00:00,0.0,28.902185,10
2021-10-10 12:00:00,0.0,28.95906,10
2021-10-11 12:00:00,0.0,29.010937,10
2021-10-12 12:00:00,0.0,29.105936,10
2021-10-13 12:00:00,0.0,29.107813,10
2021-10-14 12:00:00,0.0,29.039997,10
2021-10-15 12:00:00,0.0,29.015625,10
2021-10-16 12:00:00,0.0,28.962189,10
2021-10-17 12:00:00,0.0,28.905313,10
2021-10-18 12:00:00,0.0,28.865313,10
2021-10-19 12:00:00,0.0,28.872187,10
2021-10-20 12:00:00,0.0,28.833122,10
2021-10-21 12:00:00,0.0,28.676561,10
2021-10-22 12:00:00,0.0,28.436249,10
2021-10-23 12:00:00,0.0,28.310623,10
2021-10-24 12:00:00,0.0,28.507189,10
2021-10-25 12:00:00,0.0,28.443125,10
2021-10-26 12:00:00,0.0,28.433125,10
2021-10-27 12:00:00,0.0,28.552187,10
2021-10-28 12:00:00,0.0,28.55875,10
2021-10-29 12:00:00,0.0,28.616875,10
2021-10-30 12:00:00,0.0,28.40875,10
2021-10-31 12:00:00,0.0,28.588436,10
2021-11-01 12:00:00,0.0,28.548126,11
2021-11-02 12:00:00,0.0,28.5725,11
2021-11-03 12:00:00,0.0,28.59625,11
2021-11-04 12:00:00,0.0,28.555939,11
2021-11-05 12:00:00,0.0,28.338749,11
2021-11-06 12:00:00,0.0,28.203123,11
2021-11-07 12:00:00,0.0,27.90781,11
2021-11-08 12:00:00,0.0,27.703436,11
2021-11-09 12:00:00,0.0,27.591873,11
2021-11-10 12:00:00,0.0,27.4875,11
2021-11-11 12:00:00,0.0,27.5225,11
2021-11-12 12:00:00,0.0,27.664999,11
2021-11-13 12:00:00,0.0,27.686249,11
2021-11-14 12:00:00,0.0,27.580624,11
2021-11-15 12:00:00,0.0,27.620935,11
2021-11-16 12:00:00,0.0,27.66375,11
2021-11-17 12:00:00,0.0,27.561562,11
2021-11-18 12:00:00,0.0,27.421877,11
2021-11-19 12:00:00,0.0,27.376251,11
2021-11-20 12:00:00,0.0,27.379686,11
2021-11-21 12:00:00,0.0,27.358124,11
2021-11-22 12:00:00,0.0,27.36125,11
2021-11-23 12:00:00,0.0,27.306562,11
2021-11-24 12:00:00,0.0,27.185936,11
2021-11-25 12:00:00,0.0,27.191874,11
2021-11-26 12:00:00,0.0,27.080938,11
2021-11-27 12:00:00,0.0,27.005623,11
2021-11-28 12:00:00,0.0,26.946875,11
2021-11-29 12:00:00,0.0,26.86875,11
2021-11-30 12:00:00,0.0,26.792187,11
2021-12-01 12:00:00,0.0,26.720936,12
2021-12-02 12:00:00,0.0,26.647814,12
2021-12-03 12:00:00,0.0,26.622187,12
2021-12-04 12:00:00,0.0,26.603123,12
2021-12-05 12:00:00,0.0,26.539373,12
2021-12-06 12:00:00,0.0,26.585623,12
2021-12-07 12:00:00,0.0,26.686874,12
2021-12-08 12:00:00,0.0,26.729378,12
2021-12-09 12:00:00,0.0,26.8175,12
2021-12-10 12:00:00,0.0,26.8175,12
2021-12-11 12:00:00,0.0,26.839062,12
2021-12-12 12:00:00,0.0,26.908123,12
2021-12-13 12:00:00,0.0,26.917812,12
2021-12-14 12:00:00,0.0,26.897184,12
2021-12-15 12:00:00,0.0,26.821562,12
2021-12-16 12:00:00,0.0,26.669374,12
2021-12-17 12:00:00,0.0,26.548437,12
2021-12-18 12:00:00,0.0,26.594687,12
2021-12-19 12:00:00,0.0,26.782497,12
2021-12-20 12:00:00,0.0,26.844063,12
2021-12-21 12:00:00,0.0,26.935625,12
2021-12-22 12:00:00,0.0,27.045624,12
2021-12-23 12:00:00,0.0,27.052189,12
2021-12-24 12:00:00,0.0,26.958435,12
2021-12-25 12:00:00,0.0,26.77375,12
2021-12-26 12:00:00,0.0,26.63281,12
2021-12-27 12:00:00,0.0,26.496248,12
2021-12-28 12:00:00,0.0,26.373749,12
2021-12-29 12:00:00,0.0,26.334063,12
2021-12-30 12:00:00,0.0,26.38844,12
2021-12-31 12:00:00,0.0,26.501562,12
2022-01-01 12:00:00,0.0,26.466875,1
2022-01-02 12:00:00,0.0,26.430937,1
2022-01-03 12:00:00,0.0,26.422499,1
2022-01-04 12:00:00,0.0,26.298437,1
2022-01-05 12:00:00,0.0,26.1725,1
2022-01-06 12:00:00,0.0,26.225937,1
2022-01-07 12:00:00,0.0,26.286875,1
2022-01-08 12:00:00,0.0,26.257187,1
2022-01-09 12:00:00,0.0,26.318438,1
2022-01-10 12:00:00,0.0,26.453123,1
2022-01-11 12:00:00,0.0,26.430939,1
2022-01-12 12:00:00,0.0,26.452188,1
2022-01-13 12:00:00,0.0,26.380938,1
2022-01-14 12:00:00,0.0,26.233437,1
2022-01-15 12:00:00,0.0,26.081873,1
2022-01-16 12:00:00,0.0,26.012186,1
2022-01-17 12:00:00,0.0,25.920002,1
2022-01-18 12:00:00,0.0,25.825937,1
2022-01-19 12:00:00,0.0,25.737812,1
2022-01-20 12:00:00,0.0,25.623121,1
2022-01-21 12:00:00,0.0,25.664062,1
2022-01-22 12:00:00,0.0,25.685312,1
2022-01-23 12:00:00,0.0,25.544998,1
2022-01-24 12:00:00,0.0,25.559061,1
2022-01-25 12:00:00,0.0,25.541561,1
2022-01-26 12:00:00,0.0,25.572811,1
2022-01-27 12:00:00,0.0,25.678125,1
2022-01-28 12:00:00,0.0,25.653124,1
2022-01-29 12:00:00,0.0,25.598436,1
2022-01-30 12:00:00,0.0,25.455626,1
2022-01-31 12:00:00,0.0,25.276562,1
2022-02-01 12:00:00,0.0,25.193747,2
2022-02-02 12:00:00,0.0,24.949062,2
2022-02-03 12:00:00,0.0,24.898125,2
2022-02-04 12:00:00,0.0,24.921564,2
2022-02-05 12:00:00,0.0,25.126875,2
2022-02-06 12:00:00,0.0,25.41125,2
2022-02-07 12:00:00,0.0,25.619373,2
2022-02-08 12:00:00,0.0,25.8125,2
2022-02-09 12:00:00,0.0,25.827812,2
2022-02-10 12:00:00,0.0,25.805624,2
2022-02-11 12:00:00,0.0,25.78125,2
2022-02-12 12:00:00,0.0,25.899689,2
2022-02-13 12:00:00,0.0,25.914062,2
2022-02-14 12:00:00,0.0,25.831873,2
2022-02-15 12:00:00,0.0,25.778435,2
2022-02-16 12:00:00,0.0,25.313438,2
2022-02-17 12:00:00,0.0,25.066248,2
2022-02-18 12:00:00,0.0,25.105936,2
2022-02-19 12:00:00,0.0,25.131561,2
2022-02-20 12:00:00,0.0,25.216873,2
2022-02-21 12:00:00,0.0,25.168125,2
2022-02-22 12:00:00,0.0,25.140625,2
2022-02-23 12:00:00,0.0,25.19531,2
2022-02-24 12:00:00,0.0,25.198437,2
2022-02-25 12:00:00,0.0,25.26125,2
2022-02-26 12:00:00,0.0,25.311874,2
2022-02-27 12:00:00,0.0,25.44531,2
2022-02-28 12:00:00,0.0,25.74281,2
2022-03-01 12:00:00,0.0,25.880312,3
2022-03-02 12:00:00,0.0,25.887812,3
2022-03-03 12:00:00,0.0,25.873749,3
2022-03-04 12:00:00,0.0,25.813124,3
2022-03-05 12:00:00,0.0,25.791876,3
2022-03-06 12:00:00,0.0,25.796875,3
2022-03-07 12:00:00,0.0,25.747501,3
2022-03-08 12:00:00,0.0,25.828436,3
2022-03-09 12:00:00,0.0,26.010624,3
2022-03-10 12:00:00,0.0,26.133749,3
2022-03-11 12:00:00,0.0,26.273123,3
2022-03-12 12:00:00,0.0,26.32625,3
2022-03-13 12:00:00,0.0,26.227186,3
2022-03-14 12:00:00,0.0,26.065,3
2022-03-15 12:00:00,0.0,25.73875,3
2022-03-16 12:00:00,0.0,25.825314,3
2022-03-17 12:00:00,0.0,25.881561,3
2022-03-18 12:00:00,0.0,25.984375,3
2022-03-19 12:00:00,0.0,26.009375,3
2022-03-20 12:00:00,0.0,26.178125,3
2022-03-21 12:00:00,0.0,26.11156,3
2022-03-22 12:00:00,0.0,26.062498,3
2022-03-23 12:00:00,0.0,26.002188,3
2022-03-24 12:00:00,0.0,26.109688,3
2022-03-25 12:00:00,0.0,26.163435,3
2022-03-26 12:00:00,0.0,26.076563,3
2022-03-27 12:00:00,0.0,25.995626,3
2022-03-28 12:00:00,0.0,25.916876,3
2022-03-29 12:00:00,0.0,25.990625,3
2022-03-30 12:00:00,0.0,26.023125,3
2022-03-31 12:00:00,0.0,26.003124,3
2022-04-01 12:00:00,0.0,26.089998,4
2022-04-02 12:00:00,0.0,26.210312,4
2022-04-03 12:00:00,0.0,26.210936,4
2022-04-04 12:00:00,0.0,26.257812,4
2022-04-05 12:00:00,0.0,26.331251,4
2022-04-06 12:00:00,0.0,26.453438,4
2022-04-07 12:00:00,0.0,26.575312,4
2022-04-08 12:00:00,0.0,26.547499,4
2022-04-09 12:00:00,0.0,26.486248,4
2022-04-10 12:00:00,0.0,26.340624,4
2022-04-11 12:00:00,0.0,26.225624,4
2022-04-12 12:00:00,0.0,26.188438,4
2022-04-13 12:00:00,0.0,26.089373,4
2022-04-14 12:00:00,0.0,26.027813,4
2022-04-15 12:00:00,0.0,26.027498,4
2022-04-16 12:00:00,0.0,25.9925,4
2022-04-17 12:00:00,0.0,26.208128,4
2022-04-18 12:00:00,0.0,26.437813,4
2022-04-19 12:00:00,0.0,26.335,4
2022-04-20 12:00:00,0.0,26.237186,4
2022-04-21 12:00:00,0.0,26.128435,4
2022-04-22 12:00:00,0.0,26.015,4
2022-04-23 12:00:00,0.0,25.92875,4
2022-04-24 12:00:00,0.0,25.868439,4
2022-04-25 12:00:00,0.0,25.847187,4
2022-04-26 12:00:00,0.0,25.896563,4
2022-04-27 12:00:00,0.0,26.052813,4
2022-04-28 12:00:00,0.0,26.228123,4
2022-04-29 12:00:00,0.0,26.276876,4
2022-04-30 12:00:00,0.0,26.334688,4
2022-05-01 12:00:00,0.0,26.33625,5
2022-05-02 12:00:00,0.0,26.2825,5
